#seq_id	start_pos	end_pos	seq_len	action	div	agg_cont_cov	top_tax_name	sample
ctg21986	1	74889	74889	EXCLUDE	prok:g-proteobacteria	98	Acinetobacter soli	Quesada_SQIIe_SC1982
ctg13681	1	9692	9692	EXCLUDE	prok:a-proteobacteria	100	Devosia soli	Quesada_SQIIe_SC1982
ctg14385	1	7576	7576	EXCLUDE	prok:d-proteobacteria	23	Chondromyces apiculatus	Quesada_SQIIe_SC1982
ctg19510	1	28111	28111	EXCLUDE	prok:high GC Gram+	89	Nakamurella panacisegetis	Quesada_SQIIe_SC1982
ctg15369	1	10771	10771	EXCLUDE	prok:high GC Gram+	100	Microbacterium oleivorans	Quesada_SQIIe_SC1982
ctg21298	1	42318	42318	EXCLUDE	prok:g-proteobacteria	98	Pseudomonas vancouverensis	Quesada_SQIIe_SC1982
ctg22621	1	123169	123169	EXCLUDE	prok:a-proteobacteria	100	Novosphingobium resinovorum	Quesada_SQIIe_SC1982
ctg21645	1	58382	58382	EXCLUDE	prok:a-proteobacteria	98	Roseomonas deserti	Quesada_SQIIe_SC1982
ctg19107	1	17871	17871	EXCLUDE	prok:d-proteobacteria	79	Corallococcus soli	Quesada_SQIIe_SC1982
ctg12970	1	8340	8340	EXCLUDE	prok:high GC Gram+	97	Agrococcus jejuensis	Quesada_SQIIe_SC1982
ctg21699	1	57134	57134	EXCLUDE	prok:b-proteobacteria	76	Pseudorhodoferax soli	Quesada_SQIIe_SC1982
ctg21717	1	60495	60495	EXCLUDE	prok:bacteria	42	Abditibacterium utsteinense	Quesada_SQIIe_SC1982
ctg8647	1	7389	7389	EXCLUDE	prok:a-proteobacteria	100	Novosphingobium resinovorum	Quesada_SQIIe_SC1982
ctg20947	1	36339	36339	EXCLUDE	prok:g-proteobacteria	94	Acinetobacter soli	Quesada_SQIIe_SC1982
ctg10240	1	5427	5427	EXCLUDE	prok:b-proteobacteria	28	Thiobacillus sp. 63-78	Quesada_SQIIe_SC1982
ctg13523	1	7129	7129	EXCLUDE	prok:high GC Gram+	100	Herbiconiux moechotypicola	Quesada_SQIIe_SC1982
ctg15293	1	16346	16346	EXCLUDE	prok:g-proteobacteria	90	Acinetobacter soli	Quesada_SQIIe_SC1982
ctg13888	1	9828	9828	EXCLUDE	prok:a-proteobacteria	80	Sphingomonas aliaeris	Quesada_SQIIe_SC1982
ctg21181	1	45294	45294	EXCLUDE	prok:bacteria	27	Abditibacterium utsteinense	Quesada_SQIIe_SC1982
ctg21122	1	44080	44080	EXCLUDE	prok:high GC Gram+	91	Microbacterium oleivorans	Quesada_SQIIe_SC1982
ctg15396	1	10089	10089	EXCLUDE	prok:a-proteobacteria	100	Sphingobium yanoikuyae	Quesada_SQIIe_SC1982
ctg15635	1	10968	10968	EXCLUDE	prok:b-proteobacteria	93	Hydrogenophaga palleronii	Quesada_SQIIe_SC1982
ctg13806	1	7144	7144	EXCLUDE	prok:a-proteobacteria	100	Rhizorhabdus phycosphaerae	Quesada_SQIIe_SC1982
ctg19532	1	25787	25787	EXCLUDE	prok:b-proteobacteria	100	Pseudacidovorax sp.	Quesada_SQIIe_SC1982
ctg14446	1	8160	8160	EXCLUDE	fung:ascomycetes	100	Plectosphaerella cucumerina	Quesada_SQIIe_SC1982
ctg15191	1	10117	10117	EXCLUDE	prok:b-proteobacteria	77	Ideonella dechloratans	Quesada_SQIIe_SC1982
ctg12928	1	8723	8723	EXCLUDE	prok:d-proteobacteria	27	Sorangium cellulosum	Quesada_SQIIe_SC1982
ctg13506	1	7227	7227	EXCLUDE	prok:CFB group bacteria	100	Siphonobacter aquaeclarae	Quesada_SQIIe_SC1982
ctg14829	1	10203	10203	EXCLUDE	prok:high GC Gram+	100	Herbiconiux moechotypicola	Quesada_SQIIe_SC1982
ctg19646	1	27601	27601	EXCLUDE	prok:a-proteobacteria	100	Shinella granuli	Quesada_SQIIe_SC1982
ctg15107	1	10335	10335	EXCLUDE	prok:a-proteobacteria	100	Bradyrhizobium denitrificans	Quesada_SQIIe_SC1982
ctg10031	1	5692	5692	EXCLUDE	prok:a-proteobacteria	98	Novosphingobium resinovorum	Quesada_SQIIe_SC1982
ctg14704	1	9162	9162	EXCLUDE	prok:b-proteobacteria	100	Comamonas koreensis	Quesada_SQIIe_SC1982
ctg13620	1	10675	10675	EXCLUDE	fung:ascomycetes	100	Plectosphaerella cucumerina	Quesada_SQIIe_SC1982
ctg14234	1	10972	10972	EXCLUDE	fung:ascomycetes	67	Plectosphaerella cucumerina	Quesada_SQIIe_SC1982
ctg9767	1	6229	6229	EXCLUDE	prok:g-proteobacteria	100	Xanthomonas melonis	Quesada_SQIIe_SC1982
ctg19051	1	20954	20954	EXCLUDE	prok:a-proteobacteria	100	Shinella lacus	Quesada_SQIIe_SC1982
ctg10006	1	5615	5615	EXCLUDE	prok:a-proteobacteria	100	Sphingomonas parapaucimobilis	Quesada_SQIIe_SC1982
ctg22442	1	95027	95027	EXCLUDE	prok:high GC Gram+	94	Pseudoclavibacter helvolus	Quesada_SQIIe_SC1982
ctg9888	1	8060	8060	EXCLUDE	prok:g-proteobacteria	100	Pseudomonas argentinensis	Quesada_SQIIe_SC1982
ctg22383	1	85208	85208	EXCLUDE	prok:high GC Gram+	94	Microbacterium hydrothermale	Quesada_SQIIe_SC1982
ctg23020	1	270722	270722	EXCLUDE	prok:CFB group bacteria	58	Taibaiella soli	Quesada_SQIIe_SC1982
ctg23136	1	415010	415010	EXCLUDE	prok:b-proteobacteria	95	Variovorax sp. 67-131	Quesada_SQIIe_SC1982
ctg15229	1	11571	11571	EXCLUDE	prok:g-proteobacteria	95	Solimonas terrae	Quesada_SQIIe_SC1982
ctg21176	1	43107	43107	EXCLUDE	prok:a-proteobacteria	100	Rhizobium oryzihabitans	Quesada_SQIIe_SC1982
ctg14723	1	9970	9970	EXCLUDE	prok:d-proteobacteria	45	Byssovorax sp.	Quesada_SQIIe_SC1982
ctg9778	1	5923	5923	EXCLUDE	fung:ascomycetes	100	Plectosphaerella cucumerina	Quesada_SQIIe_SC1982
ctg15576	1	9462	9462	EXCLUDE	prok:a-proteobacteria	96	Devosia ginsengisoli	Quesada_SQIIe_SC1982
ctg23126	1	394884	394884	EXCLUDE	prok:a-proteobacteria	93	Novosphingobium resinovorum	Quesada_SQIIe_SC1982
ctg23252	1	1230408	1230408	EXCLUDE	prok:a-proteobacteria	90	Agrobacterium fabacearum	Quesada_SQIIe_SC1982
ctg10061	1	9443	9443	EXCLUDE	fung:ascomycetes	97	Plectosphaerella cucumerina	Quesada_SQIIe_SC1982
ctg15245	1	12335	12335	EXCLUDE	prok:a-proteobacteria	100	Ancylobacter dichloromethanicus	Quesada_SQIIe_SC1982
ctg14495	1	8943	8943	EXCLUDE	prok:a-proteobacteria	100	Shinella lacus	Quesada_SQIIe_SC1982
ctg14662	1	14248	14248	EXCLUDE	prok:high GC Gram+	90	Nakamurella leprariae	Quesada_SQIIe_SC1982
ctg21169	1	50767	50767	EXCLUDE	prok:g-proteobacteria	100	Xanthomonas melonis	Quesada_SQIIe_SC1982
ctg8032	1	5567	5567	EXCLUDE	prok:a-proteobacteria	100	Rhizorhabdus phycosphaerae	Quesada_SQIIe_SC1982
ctg8780	1	6903	6903	EXCLUDE	prok:a-proteobacteria	31	Bosea spartocytisi	Quesada_SQIIe_SC1982
ctg21889	1	71280	71280	EXCLUDE	prok:CFB group bacteria	98	Dyadobacter bucti	Quesada_SQIIe_SC1982
ctg22408	1	102021	102021	REVIEW	prok:bacteria	22	Truepera radiovictrix	Quesada_SQIIe_SC1982
ctg21866	1	58746	58746	EXCLUDE	prok:a-proteobacteria	80	Shinella granuli	Quesada_SQIIe_SC1982
ctg9931	1	6301	6301	EXCLUDE	prok:a-proteobacteria	100	Sphingobium yanoikuyae	Quesada_SQIIe_SC1982
ctg9818	1	5212	5212	EXCLUDE	fung:ascomycetes	98	Plectosphaerella cucumerina	Quesada_SQIIe_SC1982
ctg14609	1	9965	9965	EXCLUDE	prok:a-proteobacteria	100	Devosia sp. 66-14	Quesada_SQIIe_SC1982
ctg15074	1	9847	9847	EXCLUDE	prok:a-proteobacteria	100	Novosphingobium resinovorum	Quesada_SQIIe_SC1982
ctg12983	1	9859	9859	EXCLUDE	prok:a-proteobacteria	100	Bosea robiniae	Quesada_SQIIe_SC1982
ctg13800	1	8324	8324	EXCLUDE	prok:bacteria	38	Aquisphaera giovannonii	Quesada_SQIIe_SC1982
ctg15534	1	10560	10560	EXCLUDE	fung:ascomycetes	85	Plectosphaerella cucumerina	Quesada_SQIIe_SC1982
ctg19729	1	29767	29767	EXCLUDE	prok:bacteria	43	Abditibacterium utsteinense	Quesada_SQIIe_SC1982
ctg22655	1	139412	139412	REVIEW	prok:a-proteobacteria	18	Rhizobium skierniewicense	Quesada_SQIIe_SC1982
ctg22036	1	69369	69369	EXCLUDE	prok:a-proteobacteria	98	Shinella granuli	Quesada_SQIIe_SC1982
ctg21119	1	43046	43046	EXCLUDE	prok:b-proteobacteria	95	Pseudorhodoferax aquiterrae	Quesada_SQIIe_SC1982
ctg21024	1	44353	44353	EXCLUDE	prok:g-proteobacteria	98	Pseudomonas rhodesiae	Quesada_SQIIe_SC1982
ctg14548	1	9910	9910	EXCLUDE	prok:a-proteobacteria	100	Agrobacterium vaccinii	Quesada_SQIIe_SC1982
ctg14823	1	13618	13618	EXCLUDE	prok:a-proteobacteria	100	Agrobacterium vaccinii	Quesada_SQIIe_SC1982
ctg23100	1	317609	317609	EXCLUDE	prok:a-proteobacteria	91	Rhodobacter xinxiangensis	Quesada_SQIIe_SC1982
ctg21803	1	62580	62580	EXCLUDE	prok:b-proteobacteria	78	Ramlibacter pinisoli	Quesada_SQIIe_SC1982
ctg21839	1	60247	60247	EXCLUDE	prok:a-proteobacteria	83	Mesobacterium pallidum	Quesada_SQIIe_SC1982
ctg15055	1	11161	11161	EXCLUDE	prok:a-proteobacteria	85	Roseomonas eburnea	Quesada_SQIIe_SC1982
ctg15515	1	13252	13252	EXCLUDE	prok:a-proteobacteria	73	Shinella granuli	Quesada_SQIIe_SC1982
ctg14652	1	12485	12485	EXCLUDE	prok:high GC Gram+	69	Nakamurella endophytica	Quesada_SQIIe_SC1982
ctg13866	1	10668	10668	EXCLUDE	prok:g-proteobacteria	100	Solimonas fluminis	Quesada_SQIIe_SC1982
ctg13080	1	8833	8833	EXCLUDE	fung:ascomycetes	92	Plectosphaerella cucumerina	Quesada_SQIIe_SC1982
ctg13558	1	8353	8353	EXCLUDE	prok:g-proteobacteria	100	Pseudomonas faucium	Quesada_SQIIe_SC1982
ctg14321	1	11775	11775	EXCLUDE	prok:a-proteobacteria	77	Phenylobacterium kunshanense	Quesada_SQIIe_SC1982
ctg15012	1	12225	12225	EXCLUDE	prok:g-proteobacteria	100	Pseudomonas punonensis	Quesada_SQIIe_SC1982
ctg13155	1	6803	6803	EXCLUDE	fung:ascomycetes	100	Plectosphaerella cucumerina	Quesada_SQIIe_SC1982
ctg21044	1	48272	48272	EXCLUDE	prok:a-proteobacteria	93	Shinella lacus	Quesada_SQIIe_SC1982
ctg15169	1	12965	12965	EXCLUDE	prok:a-proteobacteria	88	Devosia chinhatensis	Quesada_SQIIe_SC1982
ctg15015	1	9180	9180	EXCLUDE	prok:high GC Gram+	75	Microbacterium maritypicum	Quesada_SQIIe_SC1982
ctg15629	1	13139	13139	EXCLUDE	fung:ascomycetes	100	Plectosphaerella cucumerina	Quesada_SQIIe_SC1982
ctg8616	1	7694	7694	EXCLUDE	prok:a-proteobacteria	100	Ancylobacter oerskovii	Quesada_SQIIe_SC1982
ctg19092	1	26652	26652	EXCLUDE	prok:b-proteobacteria	100	Comamonas koreensis	Quesada_SQIIe_SC1982
ctg19670	1	25483	25483	EXCLUDE	prok:a-proteobacteria	98	Sphingobium quisquiliarum	Quesada_SQIIe_SC1982
ctg21291	1	45129	45129	EXCLUDE	prok:a-proteobacteria	96	Bosea robiniae	Quesada_SQIIe_SC1982
ctg15321	1	12199	12199	EXCLUDE	prok:a-proteobacteria	100	Belnapia mucosa	Quesada_SQIIe_SC1982
ctg21281	1	48558	48558	EXCLUDE	prok:a-proteobacteria	97	Agrobacterium vaccinii	Quesada_SQIIe_SC1982
ctg10055	1	5503	5503	EXCLUDE	prok:a-proteobacteria	89	Agrobacterium cavarae	Quesada_SQIIe_SC1982
ctg15180	1	9531	9531	EXCLUDE	prok:a-proteobacteria	94	Agrobacterium bohemicum	Quesada_SQIIe_SC1982
ctg10312	1	5610	5610	EXCLUDE	prok:high GC Gram+	100	Microbacterium enclense	Quesada_SQIIe_SC1982
ctg23123	1	379490	379490	EXCLUDE	prok:a-proteobacteria	90	Rhodopseudomonas boonkerdii	Quesada_SQIIe_SC1982
ctg23267	1	2294518	2294518	EXCLUDE	prok:CFB group bacteria	76	Terrimonas ferruginea	Quesada_SQIIe_SC1982
ctg21569	1	47196	47196	EXCLUDE	prok:high GC Gram+	100	Agromyces atrinae	Quesada_SQIIe_SC1982
ctg8103	1	5025	5025	EXCLUDE	prok:high GC Gram+	70	Microbacterium hatanonis	Quesada_SQIIe_SC1982
ctg14371	1	8684	8684	EXCLUDE	prok:b-proteobacteria	100	Acidovorax avenae	Quesada_SQIIe_SC1982
ctg14777	1	10106	10106	EXCLUDE	prok:g-proteobacteria	100	Pseudomonas argentinensis	Quesada_SQIIe_SC1982
ctg19699	1	31533	31533	EXCLUDE	prok:g-proteobacteria	100	Pseudomonas argentinensis	Quesada_SQIIe_SC1982
ctg21166	1	42088	42088	EXCLUDE	prok:g-proteobacteria	100	Pseudomonas rhodesiae	Quesada_SQIIe_SC1982
ctg10292	1	5931	5931	EXCLUDE	prok:g-proteobacteria	62	Pseudomonas argentinensis	Quesada_SQIIe_SC1982
ctg21387	1	50018	50018	EXCLUDE	prok:a-proteobacteria	98	Shinella granuli	Quesada_SQIIe_SC1982
ctg13105	1	5456	5456	EXCLUDE	prok:high GC Gram+	100	Microbacterium enclense	Quesada_SQIIe_SC1982
ctg19612	1	27200	27200	EXCLUDE	prok:a-proteobacteria	100	Rhizobium rhizophilum	Quesada_SQIIe_SC1982
ctg10025	1	6899	6899	EXCLUDE	prok:CFB group bacteria	100	Arcicella rosea	Quesada_SQIIe_SC1982
ctg21847	1	57953	57953	EXCLUDE	prok:b-proteobacteria	100	Pseudacidovorax sp.	Quesada_SQIIe_SC1982
ctg13565	1	10973	10973	EXCLUDE	prok:a-proteobacteria	100	Agrobacterium vaccinii	Quesada_SQIIe_SC1982
ctg8556	1	5719	5719	EXCLUDE	fung:ascomycetes	100	Plectosphaerella cucumerina	Quesada_SQIIe_SC1982
ctg14439	1	7991	7991	EXCLUDE	prok:high GC Gram+	100	Agrococcus jejuensis	Quesada_SQIIe_SC1982
ctg19659	1	28429	28429	EXCLUDE	prok:a-proteobacteria	54	Devosia insulae	Quesada_SQIIe_SC1982
ctg21113	1	52342	52342	EXCLUDE	fung:ascomycetes	98	Plectosphaerella cucumerina	Quesada_SQIIe_SC1982
ctg21858	1	61739	61739	EXCLUDE	prok:a-proteobacteria	40	Phenylobacterium kunshanense	Quesada_SQIIe_SC1982
ctg21054	1	38188	38188	EXCLUDE	prok:a-proteobacteria	81	Kaistia soli	Quesada_SQIIe_SC1982
ctg12998	1	8343	8343	EXCLUDE	prok:b-proteobacteria	62	Xenophilus azovorans	Quesada_SQIIe_SC1982
ctg15590	1	11994	11994	EXCLUDE	prok:a-proteobacteria	100	Bosea robiniae	Quesada_SQIIe_SC1982
ctg9620	1	7889	7889	EXCLUDE	prok:a-proteobacteria	100	Agrobacterium rubi	Quesada_SQIIe_SC1982
ctg20579	1	36711	36711	EXCLUDE	prok:b-proteobacteria	100	Pseudorhodoferax aquiterrae	Quesada_SQIIe_SC1982
ctg19084	1	18192	18192	EXCLUDE	prok:b-proteobacteria	98	Pseudorhodoferax aquiterrae	Quesada_SQIIe_SC1982
ctg15357	1	12567	12567	EXCLUDE	prok:b-proteobacteria	100	Massilia oculi	Quesada_SQIIe_SC1982
ctg22026	1	56740	56740	EXCLUDE	prok:high GC Gram+	60	Nesterenkonia sedimenti	Quesada_SQIIe_SC1982
ctg9829	1	8280	8280	EXCLUDE	fung:ascomycetes	100	Plectosphaerella cucumerina	Quesada_SQIIe_SC1982
ctg13744	1	9895	9895	EXCLUDE	prok:a-proteobacteria	93	Novosphingobium resinovorum	Quesada_SQIIe_SC1982
ctg20960	1	41280	41280	EXCLUDE	prok:a-proteobacteria	100	Shinella yambaruensis	Quesada_SQIIe_SC1982
ctg21944	1	59656	59656	EXCLUDE	prok:b-proteobacteria	59	Comamonas koreensis	Quesada_SQIIe_SC1982
ctg22612	1	130133	130133	EXCLUDE	prok:a-proteobacteria	91	Rhizobium oryzihabitans	Quesada_SQIIe_SC1982
ctg21921	1	56768	56768	EXCLUDE	prok:high GC Gram+	92	Microbacterium binotii	Quesada_SQIIe_SC1982
ctg8753	1	5358	5358	EXCLUDE	prok:a-proteobacteria	100	Shinella lacus	Quesada_SQIIe_SC1982
ctg19712	1	23514	23514	EXCLUDE	prok:a-proteobacteria	100	Agrobacterium vaccinii	Quesada_SQIIe_SC1982
ctg21911	1	70726	70726	EXCLUDE	prok:high GC Gram+	87	Leifsonia sp.	Quesada_SQIIe_SC1982
ctg20041	1	26358	26358	EXCLUDE	prok:high GC Gram+	100	Microbacterium caowuchunii	Quesada_SQIIe_SC1982
ctg14464	1	10597	10597	EXCLUDE	fung:ascomycetes	100	Plectosphaerella cucumerina	Quesada_SQIIe_SC1982
ctg21138	1	48344	48344	REVIEW	prok:bacteria	11	Abditibacterium utsteinense	Quesada_SQIIe_SC1982
ctg21580	1	58509	58509	EXCLUDE	prok:a-proteobacteria	83	Devosia sp. 66-14	Quesada_SQIIe_SC1982
ctg19566	1	28892	28892	EXCLUDE	fung:ascomycetes	94	Plectosphaerella cucumerina	Quesada_SQIIe_SC1982
ctg21634	1	56756	56756	EXCLUDE	prok:b-proteobacteria	83	Acidovorax antarcticus	Quesada_SQIIe_SC1982
ctg14300	1	10672	10672	EXCLUDE	prok:high GC Gram+	86	Agrococcus jejuensis	Quesada_SQIIe_SC1982
ctg21105	1	40483	40483	EXCLUDE	prok:a-proteobacteria	90	Corticibacterium populi	Quesada_SQIIe_SC1982
ctg8474	1	5399	5399	EXCLUDE	fung:ascomycetes	100	Plectosphaerella cucumerina	Quesada_SQIIe_SC1982
ctg13116	1	7945	7945	EXCLUDE	prok:a-proteobacteria	85	Sphingobium yanoikuyae	Quesada_SQIIe_SC1982
ctg19754	1	27127	27127	EXCLUDE	prok:a-proteobacteria	94	Falsiroseomonas algicola	Quesada_SQIIe_SC1982
ctg21830	1	56115	56115	EXCLUDE	prok:a-proteobacteria	94	Roseomonas deserti	Quesada_SQIIe_SC1982
ctg15002	1	9954	9954	EXCLUDE	prok:high GC Gram+	100	Nocardioides zeae	Quesada_SQIIe_SC1982
ctg19495	1	20554	20554	EXCLUDE	fung:ascomycetes	92	Plectosphaerella cucumerina	Quesada_SQIIe_SC1982
ctg19734	1	31213	31213	EXCLUDE	prok:proteobacteria	84	Bdellovibrio bacteriovorus	Quesada_SQIIe_SC1982
ctg13764	1	6764	6764	EXCLUDE	prok:b-proteobacteria	93	Pigmentiphaga kullae	Quesada_SQIIe_SC1982
ctg14422	1	7533	7533	EXCLUDE	prok:g-proteobacteria	91	Solimonas terrae	Quesada_SQIIe_SC1982
ctg22013	1	69664	69664	EXCLUDE	prok:high GC Gram+	81	Pseudoclavibacter terrae	Quesada_SQIIe_SC1982
ctg21037	1	39862	39862	EXCLUDE	prok:high GC Gram+	62	Herbiconiux flava	Quesada_SQIIe_SC1982
ctg8835	1	5267	5267	EXCLUDE	prok:a-proteobacteria	100	Pelagibacterium sp. SCN 63-23	Quesada_SQIIe_SC1982
ctg10104	1	5645	5645	EXCLUDE	prok:a-proteobacteria	100	Shinella yambaruensis	Quesada_SQIIe_SC1982
ctg14484	1	9242	9242	EXCLUDE	prok:a-proteobacteria	100	Novosphingobium resinovorum	Quesada_SQIIe_SC1982
ctg14597	1	8139	8139	EXCLUDE	prok:a-proteobacteria	100	Novosphingobium resinovorum	Quesada_SQIIe_SC1982
ctg14425	1	9570	9570	EXCLUDE	prok:b-proteobacteria	100	Pseudacidovorax sp.	Quesada_SQIIe_SC1982
ctg19550	1	24272	24272	EXCLUDE	prok:b-proteobacteria	94	Acidovorax antarcticus	Quesada_SQIIe_SC1982
ctg21094	1	40046	40046	EXCLUDE	prok:high GC Gram+	92	Nocardioides zeae	Quesada_SQIIe_SC1982
ctg21392	1	58382	58382	EXCLUDE	prok:CFB group bacteria	74	Taibaiella chishuiensis	Quesada_SQIIe_SC1982
ctg15047	1	13500	13500	EXCLUDE	prok:a-proteobacteria	84	Phenylobacterium kunshanense	Quesada_SQIIe_SC1982
ctg15345	1	11350	11350	EXCLUDE	prok:g-proteobacteria	96	Solimonas fluminis	Quesada_SQIIe_SC1982
ctg14541	1	11779	11779	EXCLUDE	prok:a-proteobacteria	86	Bosea robiniae	Quesada_SQIIe_SC1982
ctg21852	1	70944	70944	EXCLUDE	prok:proteobacteria	47	Bdellovibrio bacteriovorus	Quesada_SQIIe_SC1982
ctg23242	1	943983	943983	EXCLUDE	prok:a-proteobacteria	95	Novosphingobium resinovorum	Quesada_SQIIe_SC1982
ctg10038	1	5474	5474	EXCLUDE	prok:high GC Gram+	91	Microbacterium enclense	Quesada_SQIIe_SC1982
ctg15258	1	9327	9327	EXCLUDE	prok:a-proteobacteria	100	Devosia salina	Quesada_SQIIe_SC1982
ctg13149	1	7695	7695	EXCLUDE	prok:actinobacteria	96	Patulibacter minatonensis	Quesada_SQIIe_SC1982
ctg13049	1	8228	8228	REVIEW	prok:bacteria	14	Thermodesulfobacterium commune	Quesada_SQIIe_SC1982
ctg20807	1	34055	34055	EXCLUDE	prok:g-proteobacteria	100	Pseudomonas rhodesiae	Quesada_SQIIe_SC1982
ctg19723	1	23790	23790	EXCLUDE	prok:a-proteobacteria	90	Phenylobacterium kunshanense	Quesada_SQIIe_SC1982
ctg8546	1	6329	6329	EXCLUDE	prok:a-proteobacteria	100	Devosia riboflavina	Quesada_SQIIe_SC1982
ctg19117	1	26097	26097	EXCLUDE	prok:a-proteobacteria	100	Shinella sp.	Quesada_SQIIe_SC1982
ctg14511	1	9223	9223	EXCLUDE	fung:ascomycetes	100	Plectosphaerella cucumerina	Quesada_SQIIe_SC1982
ctg9692	1	5114	5114	EXCLUDE	prok:high GC Gram+	100	Agrococcus jejuensis	Quesada_SQIIe_SC1982
ctg13502	1	6849	6849	EXCLUDE	prok:high GC Gram+	100	Microbacterium hydrothermale	Quesada_SQIIe_SC1982
ctg22601	1	100821	100821	EXCLUDE	prok:high GC Gram+	98	Agrococcus jejuensis	Quesada_SQIIe_SC1982
ctg15511	1	8088	8088	EXCLUDE	prok:high GC Gram+	86	Agrococcus jejuensis	Quesada_SQIIe_SC1982
ctg19575	1	23078	23078	EXCLUDE	prok:high GC Gram+	95	Agrococcus jejuensis	Quesada_SQIIe_SC1982
ctg14535	1	13575	13575	EXCLUDE	fung:ascomycetes	100	Plectosphaerella cucumerina	Quesada_SQIIe_SC1982
ctg19100	1	25463	25463	EXCLUDE	prok:g-proteobacteria	91	Pseudomonas muyukensis	Quesada_SQIIe_SC1982
ctg14602	1	10073	10073	EXCLUDE	prok:b-proteobacteria	76	Ideonella sakaiensis	Quesada_SQIIe_SC1982
ctg9937	1	6215	6215	EXCLUDE	prok:a-proteobacteria	100	Rhizobium terrae	Quesada_SQIIe_SC1982
ctg15568	1	11384	11384	EXCLUDE	prok:a-proteobacteria	100	Novosphingobium resinovorum	Quesada_SQIIe_SC1982
ctg15062	1	11262	11262	EXCLUDE	prok:high GC Gram+	100	Microbacterium enclense	Quesada_SQIIe_SC1982
ctg13513	1	7484	7484	EXCLUDE	prok:high GC Gram+	98	Agrococcus jejuensis	Quesada_SQIIe_SC1982
ctg14258	1	8517	8517	EXCLUDE	prok:a-proteobacteria	84	Devosia sp. 66-14	Quesada_SQIIe_SC1982
ctg19776	1	20789	20789	EXCLUDE	prok:high GC Gram+	30	Nakamurella flava	Quesada_SQIIe_SC1982
ctg14700	1	8214	8214	EXCLUDE	prok:g-proteobacteria	100	Pseudomonas argentinensis	Quesada_SQIIe_SC1982
ctg19545	1	25538	25538	EXCLUDE	fung:ascomycetes	95	Plectosphaerella cucumerina	Quesada_SQIIe_SC1982
ctg13855	1	11348	11348	EXCLUDE	prok:g-proteobacteria	71	Solimonas fluminis	Quesada_SQIIe_SC1982
ctg22394	1	104441	104441	EXCLUDE	prok:a-proteobacteria	88	Roseomonas deserti	Quesada_SQIIe_SC1982
ctg19556	1	25522	25522	EXCLUDE	prok:high GC Gram+	100	Nocardioides zeae	Quesada_SQIIe_SC1982
ctg13874	1	9569	9569	EXCLUDE	fung:ascomycetes	100	Plectosphaerella cucumerina	Quesada_SQIIe_SC1982
ctg9805	1	7358	7358	EXCLUDE	prok:high GC Gram+	100	Nocardioides zeae	Quesada_SQIIe_SC1982
ctg14478	1	9150	9150	EXCLUDE	prok:high GC Gram+	100	Microbacterium enclense	Quesada_SQIIe_SC1982
ctg21039	1	40062	40062	EXCLUDE	fung:ascomycetes	86	Plectosphaerella cucumerina	Quesada_SQIIe_SC1982
ctg22077	1	68358	68358	EXCLUDE	prok:b-proteobacteria	96	Pseudorhodoferax aquiterrae	Quesada_SQIIe_SC1982
ctg19742	1	26415	26415	EXCLUDE	prok:b-proteobacteria	100	Massilia oculi	Quesada_SQIIe_SC1982
ctg14648	1	9371	9371	REVIEW	prok:d-proteobacteria	13	Pyxidicoccus caerfyrddinensis	Quesada_SQIIe_SC1982
ctg19678	1	27277	27277	EXCLUDE	prok:a-proteobacteria	100	Shinella granuli	Quesada_SQIIe_SC1982
ctg13667	1	8252	8252	EXCLUDE	prok:high GC Gram+	86	Nocardioides zeae	Quesada_SQIIe_SC1982
ctg13834	1	10088	10088	EXCLUDE	prok:a-proteobacteria	98	Devosia sp. 66-14	Quesada_SQIIe_SC1982
ctg13739	1	9372	9372	REVIEW	prok:bacteria	13	Abditibacterium utsteinense	Quesada_SQIIe_SC1982
ctg14245	1	12801	12801	EXCLUDE	prok:a-proteobacteria	100	Rhizorhabdus phycosphaerae	Quesada_SQIIe_SC1982
ctg19781	1	25379	25379	EXCLUDE	fung:ascomycetes	91	Plectosphaerella cucumerina	Quesada_SQIIe_SC1982
ctg8080	1	5378	5378	EXCLUDE	prok:high GC Gram+	100	Agrococcus jejuensis	Quesada_SQIIe_SC1982
ctg15273	1	10607	10607	EXCLUDE	prok:high GC Gram+	100	Microterricola viridarii	Quesada_SQIIe_SC1982
ctg14410	1	9570	9570	EXCLUDE	prok:a-proteobacteria	67	Novosphingobium silvae	Quesada_SQIIe_SC1982
ctg8440	1	5226	5226	EXCLUDE	prok:a-proteobacteria	100	Bosea robiniae	Quesada_SQIIe_SC1982
ctg10264	1	5225	5225	EXCLUDE	prok:high GC Gram+	100	Rhodococcus kyotonensis	Quesada_SQIIe_SC1982
ctg14351	1	10959	10959	EXCLUDE	prok:high GC Gram+	91	Nocardioides zeae	Quesada_SQIIe_SC1982
ctg22063	1	63835	63835	EXCLUDE	prok:a-proteobacteria	100	Shinella lacus	Quesada_SQIIe_SC1982
ctg14408	1	7769	7769	EXCLUDE	prok:g-proteobacteria	100	Pseudomonas punonensis	Quesada_SQIIe_SC1982
ctg10041	1	5545	5545	EXCLUDE	prok:a-proteobacteria	100	Agrobacterium cavarae	Quesada_SQIIe_SC1982
ctg22662	1	132310	132310	EXCLUDE	prok:b-proteobacteria	98	Pseudacidovorax sp.	Quesada_SQIIe_SC1982
