isolate	read_id	category	gc_pct	cov_median
SC1982	m64474e_240124_194138/164692503/ccs	unclassified	47.51	99.0
SC1982	m64474e_240124_194138/167117030/ccs	unclassified	47.95	115.0
SC1982	m64474e_240124_194138/174196074/ccs	unclassified	49.04	69809.0
SC1982	m64474e_240124_194138/104531133/ccs	unclassified	49.66	101.0
SC1982	m64474e_240124_194138/70058887/ccs	unclassified	50.28	106.0
SC1982	m64474e_240124_194138/176882126/ccs	unclassified	46.27	64168.0
SC1982	m64474e_240124_194138/32375468/ccs	unclassified	47.16	1553.0
SC1982	m64474e_240124_194138/176621698/ccs	unclassified	46.11	290366.0
SC1982	m64474e_240124_194138/6621559/ccs	unclassified	47.66	21673.0
SC1982	m64474e_240124_194138/71566752/ccs	unclassified	49.68	128.0
SC1982	m64474e_240124_194138/88277713/ccs	unclassified	50.55	2208.0
SC1982	m64474e_240124_194138/116327243/ccs	unclassified	49.65	86.0
SC1982	m64474e_240124_194138/89066225/ccs	unclassified	49.06	1558.0
SC1982	m64474e_240124_194138/11404970/ccs	unclassified	48.83	1265.0
SC1982	m64474e_240124_194138/177735361/ccs	unclassified	47.34	14899.0
SC1982	m64474e_240124_194138/73334993/ccs	unclassified	59.77	16152.0
SC1982	m64474e_240124_194138/146277796/ccs	unclassified	50.93	707.0
SC1982	m64474e_240124_194138/2950774/ccs	unclassified	49.0	3171.0
SC1982	m64474e_240124_194138/32244214/ccs	unclassified	49.73	1579.0
SC1982	m64474e_240124_194138/138741233/ccs	unclassified	49.52	6411.0
SC1982	m64474e_240124_194138/126682882/ccs	unclassified	55.18	1080089.0
SC1982	m64474e_240124_194138/2426070/ccs	unclassified	49.58	94.0
SC1982	m64474e_240124_194138/40764935/ccs	unclassified	49.7	25709.0
SC1982	m64474e_240124_194138/166987353/ccs	unclassified	50.99	192579.0
SC1982	m64474e_240124_194138/73074914/ccs	unclassified	49.16	1545.0
SC1982	m64474e_240124_194138/139002778/ccs	unclassified	47.77	454.0
SC1982	m64474e_240124_194138/105251944/ccs	unclassified	50.17	25007.0
SC1982	m64474e_240124_194138/84871059/ccs	unclassified	48.67	104.0
SC1982	m64474e_240124_194138/7735983/ccs	unclassified	55.7	2693.0
SC1982	m64474e_240124_194138/177668860/ccs	unclassified	48.97	161.0
SC1982	m64474e_240124_194138/23594084/ccs	unclassified	47.91	95.0
SC1982	m64474e_240124_194138/29491928/ccs	unclassified	51.35	67.0
SC1982	m64474e_240124_194138/2361814/ccs	unclassified	46.08	25525.0
SC1982	m64474e_240124_194138/171837445/ccs	unclassified	51.15	425140.0
SC1982	m64474e_240124_194138/176884047/ccs	unclassified	52.33	66710.0
SC1982	m64474e_240124_194138/131664149/ccs	unclassified	51.4	99.0
SC1982	m64474e_240124_194138/160433123/ccs	unclassified	49.41	89.0
SC1982	m64474e_240124_194138/101714048/ccs	unclassified	51.04	149.0
SC1982	m64474e_240124_194138/4391969/ccs	unclassified	48.02	158.0
SC1982	m64474e_240124_194138/112265299/ccs	unclassified	47.29	1094.0
SC1982	m64474e_240124_194138/16777484/ccs	unclassified	47.65	358.0
SC1982	m64474e_240124_194138/45154630/ccs	unclassified	49.73	89.0
SC1982	m64474e_240124_194138/42402035/ccs	unclassified	50.19	102078.0
SC1982	m64474e_240124_194138/91750676/ccs	unclassified	49.41	129608.0
SC1982	m64474e_240124_194138/93389799/ccs	unclassified	49.62	2130.0
SC1982	m64474e_240124_194138/35652079/ccs	unclassified	56.17	22216.0
SC1982	m64474e_240124_194138/159253813/ccs	unclassified	47.32	650.0
SC1982	m64474e_240124_194138/82119021/ccs	unclassified	50.67	121.0
SC1982	m64474e_240124_194138/13697450/ccs	unclassified	45.06	9022.0
SC1982	m64474e_240124_194138/158927542/ccs	unclassified	46.61	183.0
SC1982	m64474e_240124_194138/144705823/ccs	unclassified	54.36	3051.0
SC1982	m64474e_240124_194138/151652520/ccs	unclassified	59.21	245974.0
SC1982	m64474e_240124_194138/103416181/ccs	unclassified	49.12	133934.0
SC1982	m64474e_240124_194138/125633541/ccs	unclassified	47.84	121.0
SC1982	m64474e_240124_194138/71502606/ccs	unclassified	45.79	16145.0
SC1982	m64474e_240124_194138/27593184/ccs	unclassified	54.65	1054582.0
SC1982	m64474e_240124_194138/148900458/ccs	unclassified	46.92	245.0
SC1982	m64474e_240124_194138/72549713/ccs	unclassified	48.3	77.0
SC1982	m64474e_240124_194138/87360878/ccs	unclassified	44.74	491362.0
SC1982	m64474e_240124_194138/91359675/ccs	unclassified	50.09	118.0
SC1982	m64474e_240124_194138/137757826/ccs	unclassified	47.93	4473.0
SC1982	m64474e_240124_194138/58066371/ccs	unclassified	49.5	112277.0
SC1982	m64474e_240124_194138/25364118/ccs	unclassified	52.11	421235.0
SC1982	m64474e_240124_194138/24315005/ccs	unclassified	48.06	447.0
SC1982	m64474e_240124_194138/13238329/ccs	unclassified	48.04	6995.0
SC1982	m64474e_240124_194138/9700598/ccs	unclassified	49.17	779.0
SC1982	m64474e_240124_194138/55970110/ccs	unclassified	49.85	761.0
SC1982	m64474e_240124_194138/128844772/ccs	unclassified	50.02	85.0
SC1982	m64474e_240124_194138/13370942/ccs	unclassified	52.46	4605.0
SC1982	m64474e_240124_194138/163710876/ccs	unclassified	61.96	16085.0
SC1982	m64474e_240124_194138/4653469/ccs	unclassified	48.28	12065.0
SC1982	m64474e_240124_194138/89720412/ccs	unclassified	51.76	760.0
SC1982	m64474e_240124_194138/39257719/ccs	unclassified	48.93	83.0
SC1982	m64474e_240124_194138/91291780/ccs	unclassified	47.6	81.0
SC1982	m64474e_240124_194138/66127573/ccs	unclassified	43.27	8668.0
SC1982	m64474e_240124_194138/78774653/ccs	unclassified	45.85	9767.0
SC1982	m64474e_240124_194138/79561453/ccs	unclassified	46.67	3149.0
SC1982	m64474e_240124_194138/3801863/ccs	unclassified	51.41	1815.0
SC1982	m64474e_240124_194138/51053988/ccs	unclassified	47.44	64109.0
SC1982	m64474e_240124_194138/163579481/ccs	unclassified	57.35	71.0
SC1982	m64474e_240124_194138/19334466/ccs	unclassified	48.91	113.0
SC1982	m64474e_240124_194138/176292280/ccs	unclassified	48.86	442.0
SC1982	m64474e_240124_194138/138151674/ccs	unclassified	46.9	62136.0
SC1982	m64474e_240124_194138/141232390/ccs	unclassified	47.59	94.0
SC1982	m64474e_240124_194138/159318598/ccs	unclassified	48.05	2677.0
SC1982	m64474e_240124_194138/63636989/ccs	unclassified	50.65	141.0
SC1982	m64474e_240124_194138/167381158/ccs	unclassified	46.04	28381.0
SC1982	m64474e_240124_194138/45351771/ccs	unclassified	46.78	70094.0
SC1982	m64474e_240124_194138/129827617/ccs	unclassified	50.06	173.0
SC1982	m64474e_240124_194138/178390971/ccs	unclassified	48.07	101.0
SC1982	m64474e_240124_194138/56887245/ccs	unclassified	50.92	139.0
SC1982	m64474e_240124_194138/127009997/ccs	unclassified	53.55	225953.0
SC1982	m64474e_240124_194138/31394392/ccs	unclassified	48.62	60.0
SC1982	m64474e_240124_194138/71631607/ccs	unclassified	49.89	808.0
SC1982	m64474e_240124_194138/100532980/ccs	unclassified	57.29	62.0
SC1982	m64474e_240124_194138/49939110/ccs	unclassified	49.09	108.0
SC1982	m64474e_240124_194138/166397541/ccs	unclassified	50.17	159.0
SC1982	m64474e_240124_194138/111675936/ccs	unclassified	49.3	4771.0
SC1982	m64474e_240124_194138/94700815/ccs	unclassified	48.28	133079.0
SC1982	m64474e_240124_194138/39059604/ccs	unclassified	50.38	73.0
SC1982	m64474e_240124_194138/179899090/ccs	unclassified	49.66	371.0
SC1982	m64474e_240124_194138/26871475/ccs	unclassified	46.22	27763.0
SC1982	m64474e_240124_194138/119735871/ccs	unclassified	51.25	894.0
SC1982	m64474e_240124_194138/44173418/ccs	unclassified	48.95	112.0
SC1982	m64474e_240124_194138/87228787/ccs	unclassified	49.24	115.0
SC1982	m64474e_240124_194138/43254221/ccs	unclassified	47.71	293.0
SC1982	m64474e_240124_194138/123011857/ccs	unclassified	51.82	13341.0
SC1982	m64474e_240124_194138/144114983/ccs	unclassified	46.45	4234.0
SC1982	m64474e_240124_194138/78645418/ccs	unclassified	46.45	156.0
SC1982	m64474e_240124_194138/70781416/ccs	unclassified	45.88	13500.0
SC1982	m64474e_240124_194138/100860964/ccs	unclassified	49.81	23370.0
SC1982	m64474e_240124_194138/123470579/ccs	unclassified	55.15	1054040.0
SC1982	m64474e_240124_194138/81461583/ccs	unclassified	52.3	60.0
SC1982	m64474e_240124_194138/112854029/ccs	unclassified	49.32	88.0
SC1982	m64474e_240124_194138/174393177/ccs	unclassified	49.31	29659.0
SC1982	m64474e_240124_194138/142870045/ccs	unclassified	49.04	86.0
SC1982	m64474e_240124_194138/70518855/ccs	unclassified	49.9	6351.0
SC1982	m64474e_240124_194138/44174053/ccs	unclassified	47.32	703.0
SC1982	m64474e_240124_194138/35587690/ccs	unclassified	48.17	893.0
SC1982	m64474e_240124_194138/153879015/ccs	unclassified	49.07	87.0
SC1982	m64474e_240124_194138/145623531/ccs	unclassified	49.47	1461.0
SC1982	m64474e_240124_194138/39912593/ccs	unclassified	44.51	381.0
SC1982	m64474e_240124_194138/110953275/ccs	unclassified	48.89	75.0
SC1982	m64474e_240124_194138/27592547/ccs	unclassified	47.57	90.0
SC1982	m64474e_240124_194138/151323954/ccs	unclassified	45.87	101.0
SC1982	m64474e_240124_194138/68814985/ccs	unclassified	46.78	153.0
SC1982	m64474e_240124_194138/41354412/ccs	unclassified	47.29	3975.0
SC1982	m64474e_240124_194138/89261411/ccs	unclassified	51.23	164097.0
SC1982	m64474e_240124_194138/88869064/ccs	unclassified	48.01	4583.0
SC1982	m64474e_240124_194138/42860770/ccs	unclassified	51.59	423351.0
SC1982	m64474e_240124_194138/92733847/ccs	unclassified	51.04	95.0
SC1982	m64474e_240124_194138/152765963/ccs	unclassified	45.91	13659.0
SC1982	m64474e_240124_194138/44302859/ccs	unclassified	49.48	85.0
SC1982	m64474e_240124_194138/133564906/ccs	unclassified	48.66	1779.0
SC1982	m64474e_240124_194138/138543786/ccs	unclassified	50.75	1832.0
SC1982	m64474e_240124_194138/13042435/ccs	unclassified	49.33	358.0
SC1982	m64474e_240124_194138/100926287/ccs	unclassified	49.78	2026.0
SC1982	m64474e_240124_194138/72878430/ccs	unclassified	52.49	30.0
SC1982	m64474e_240124_194138/30933696/ccs	unclassified	49.31	105.0
SC1982	m64474e_240124_194138/93129348/ccs	unclassified	50.34	177.0
SC1982	m64474e_240124_194138/125633953/ccs	unclassified	49.35	131.0
SC1982	m64474e_240124_194138/163841743/ccs	unclassified	51.66	102.0
SC1982	m64474e_240124_194138/115148257/ccs	unclassified	57.07	50.0
SC1982	m64474e_240124_194138/127533580/ccs	unclassified	48.42	111.0
SC1982	m64474e_240124_194138/103679978/ccs	unclassified	47.44	239.0
SC1982	m64474e_240124_194138/30605738/ccs	unclassified	49.51	93.0
SC1982	m64474e_240124_194138/159844526/ccs	unclassified	48.12	120.0
SC1982	m64474e_240124_194138/6359494/ccs	unclassified	45.55	56502.0
SC1982	m64474e_240124_194138/19859790/ccs	unclassified	48.8	104.0
SC1982	m64474e_240124_194138/83755808/ccs	unclassified	50.23	111.0
SC1982	m64474e_240124_194138/144968096/ccs	unclassified	50.34	517.0
SC1982	m64474e_240124_194138/95487693/ccs	unclassified	47.61	1261.0
SC1982	m64474e_240124_194138/66783782/ccs	unclassified	45.93	28089.0
SC1982	m64474e_240124_194138/30279236/ccs	unclassified	48.76	3220.0
SC1982	m64474e_240124_194138/21496052/ccs	unclassified	48.49	2651.0
SC1982	m64474e_240124_194138/83298772/ccs	unclassified	49.6	83.0
SC1982	m64474e_240124_194138/68880449/ccs	unclassified	48.6	477.0
SC1982	m64474e_240124_194138/85262829/ccs	unclassified	49.23	93.0
SC1982	m64474e_240124_194138/142411767/ccs	unclassified	49.99	100.0
SC1982	m64474e_240124_194138/25690228/ccs	unclassified	57.06	22394.0
SC1982	m64474e_240124_194138/33162880/ccs	unclassified	47.41	93.0
SC1982	m64474e_240124_194138/61408937/ccs	unclassified	51.93	68.0
SC1982	m64474e_240124_194138/67765942/ccs	unclassified	48.01	1069.0
SC1982	m64474e_240124_194138/51317474/ccs	unclassified	48.91	104.0
SC1982	m64474e_240124_194138/176161956/ccs	unclassified	50.03	27968.0
SC1982	m64474e_240124_194138/128975299/ccs	unclassified	50.11	1577.0
SC1982	m64474e_240124_194138/170852910/ccs	unclassified	55.19	1074515.0
SC1982	m64474e_240124_194138/150473432/ccs	unclassified	51.6	425140.0
SC1982	m64474e_240124_194138/60294954/ccs	unclassified	47.83	628.0
SC1982	m64474e_240124_194138/122945723/ccs	unclassified	48.5	1036.0
SC1982	m64474e_240124_194138/86247552/ccs	unclassified	49.57	28437.0
SC1982	m64474e_240124_194138/131465620/ccs	unclassified	47.13	277.0
SC1982	m64474e_240124_194138/128254361/ccs	unclassified	45.65	16376.0
SC1982	m64474e_240124_194138/120653658/ccs	unclassified	55.17	1080089.0
SC1982	m64474e_240124_194138/39256468/ccs	unclassified	49.02	110.0
SC1982	m64474e_240124_194138/62982701/ccs	unclassified	46.35	175.0
SC1982	m64474e_240124_194138/1443450/ccs	unclassified	47.65	72.0
SC1982	m64474e_240124_194138/590223/ccs	unclassified	45.88	28485.0
SC1982	m64474e_240124_194138/100466759/ccs	unclassified	44.98	167401.0
SC1982	m64474e_240124_194138/116066496/ccs	unclassified	47.33	64027.0
SC1982	m64474e_240124_194138/66519728/ccs	unclassified	50.63	106.0
SC1982	m64474e_240124_194138/46727659/ccs	unclassified	45.22	454500.0
SC1982	m64474e_240124_194138/99551734/ccs	unclassified	46.74	15367.0
SC1982	m64474e_240124_194138/14811596/ccs	unclassified	48.71	130.0
SC1982	m64474e_240124_194138/98762764/ccs	unclassified	49.71	102.0
SC1982	m64474e_240124_194138/121899066/ccs	unclassified	51.05	126.0
SC1982	m64474e_240124_194138/151127669/ccs	unclassified	48.02	1817.0
SC1982	m64474e_240124_194138/93063835/ccs	unclassified	47.26	11948.0
SC1982	m64474e_240124_194138/144574409/ccs	unclassified	46.73	148.0
SC1982	m64474e_240124_194138/91293330/ccs	unclassified	48.93	292.0
SC1982	m64474e_240124_194138/101974483/ccs	unclassified	51.42	180668.0
SC1982	m64474e_240124_194138/38798929/ccs	unclassified	50.22	93.0
SC1982	m64474e_240124_194138/41615936/ccs	unclassified	50.34	587.0
SC1982	m64474e_240124_194138/77661960/ccs	unclassified	45.94	56598.0
SC1982	m64474e_240124_194138/69992544/ccs	unclassified	47.67	63.0
SC1982	m64474e_240124_194138/85656016/ccs	unclassified	46.57	670.0
SC1982	m64474e_240124_194138/134350370/ccs	unclassified	48.4	114.0
SC1982	m64474e_240124_194138/63244526/ccs	unclassified	46.64	98.0
SC1982	m64474e_240124_194138/142082759/ccs	unclassified	49.93	116.0
SC1982	m64474e_240124_194138/129106390/ccs	unclassified	46.97	62276.0
SC1982	m64474e_240124_194138/108398505/ccs	unclassified	50.5	1651.0
SC1982	m64474e_240124_194138/51447913/ccs	unclassified	50.6	97.0
SC1982	m64474e_240124_194138/44632375/ccs	unclassified	48.96	108.0
SC1982	m64474e_240124_194138/138283261/ccs	unclassified	51.44	127.0
SC1982	m64474e_240124_194138/175967057/ccs	unclassified	47.16	63551.0
SC1982	m64474e_240124_194138/94241471/ccs	unclassified	50.82	114.0
SC1982	m64474e_240124_194138/109381783/ccs	unclassified	47.13	64549.0
SC1982	m64474e_240124_194138/144245256/ccs	unclassified	46.96	6822.0
SC1982	m64474e_240124_194138/154928941/ccs	unclassified	48.41	103.0
SC1982	m64474e_240124_194138/15861566/ccs	unclassified	47.51	100.0
SC1982	m64474e_240124_194138/147458892/ccs	unclassified	47.07	689.0
SC1982	m64474e_240124_194138/102499925/ccs	unclassified	49.44	994.0
SC1982	m64474e_240124_194138/44370023/ccs	unclassified	45.65	2038.0
SC1982	m64474e_240124_194138/93389777/ccs	unclassified	58.87	59.0
SC1982	m64474e_240124_194138/55773463/ccs	unclassified	48.47	114.0
SC1982	m64474e_240124_194138/167249190/ccs	unclassified	45.59	56963.0
SC1982	m64474e_240124_194138/94570748/ccs	unclassified	54.94	1054341.0
SC1982	m64474e_240124_194138/5308971/ccs	unclassified	49.3	108.0
SC1982	m64474e_240124_194138/112919182/ccs	unclassified	45.4	55911.0
SC1982	m64474e_240124_194138/173738014/ccs	unclassified	49.31	131.0
SC1982	m64474e_240124_194138/125044563/ccs	unclassified	46.01	16735.0
SC1982	m64474e_240124_194138/120258614/ccs	unclassified	46.36	339.0
SC1982	m64474e_240124_194138/178063816/ccs	unclassified	48.19	103.0
SC1982	m64474e_240124_194138/34736168/ccs	unclassified	46.28	110.0
SC1982	m64474e_240124_194138/108267508/ccs	unclassified	51.42	93.0
SC1982	m64474e_240124_194138/102301802/ccs	unclassified	46.29	9293.0
SC1982	m64474e_240124_194138/131466159/ccs	unclassified	48.97	110.0
SC1982	m64474e_240124_194138/111804543/ccs	unclassified	45.81	68081.0
SC1982	m64474e_240124_194138/171705260/ccs	unclassified	45.24	304.0
SC1982	m64474e_240124_194138/135136968/ccs	unclassified	48.18	90.0
SC1982	m64474e_240124_194138/152635862/ccs	unclassified	48.27	92.0
SC1982	m64474e_240124_194138/139330348/ccs	unclassified	43.38	7908.0
SC1982	m64474e_240124_194138/167445451/ccs	unclassified	54.63	1054376.0
SC1982	m64474e_240124_194138/179830957/ccs	unclassified	50.86	700.0
SC1982	m64474e_240124_194138/18286095/ccs	unclassified	49.82	111.0
SC1982	m64474e_240124_194138/66521426/ccs	unclassified	49.22	97458.0
SC1982	m64474e_240124_194138/25823294/ccs	unclassified	48.47	20329.0
SC1982	m64474e_240124_194138/134349898/ccs	unclassified	45.86	55255.0
SC1982	m64474e_240124_194138/48104810/ccs	unclassified	45.88	16536.0
SC1982	m64474e_240124_194138/24051926/ccs	unclassified	47.36	81.0
SC1982	m64474e_240124_194138/67242400/ccs	unclassified	44.42	25605.0
SC1982	m64474e_240124_194138/31130811/ccs	unclassified	51.18	11168.0
SC1982	m64474e_240124_194138/32702769/ccs	unclassified	47.18	18209.0
SC1982	m64474e_240124_194138/61997119/ccs	unclassified	48.27	127.0
SC1982	m64474e_240124_194138/163513987/ccs	unclassified	44.82	108.0
SC1982	m64474e_240124_194138/10290636/ccs	unclassified	47.45	109.0
SC1982	m64474e_240124_194138/127337834/ccs	unclassified	50.73	426.0
SC1982	m64474e_240124_194138/22610955/ccs	unclassified	48.82	202.0
SC1982	m64474e_240124_194138/43188819/ccs	unclassified	51.45	423351.0
SC1982	m64474e_240124_194138/134940743/ccs	unclassified	48.59	70.0
SC1982	m64474e_240124_194138/101583405/ccs	unclassified	45.63	112.0
SC1982	m64474e_240124_194138/10160265/ccs	unclassified	53.68	168310.0
SC1982	m64474e_240124_194138/60359456/ccs	unclassified	46.46	65206.0
SC1982	m64474e_240124_194138/132647631/ccs	unclassified	45.59	16440.0
SC1982	m64474e_240124_194138/13370903/ccs	unclassified	52.53	63325.0
SC1982	m64474e_240124_194138/125568518/ccs	unclassified	48.42	803.0
SC1982	m64474e_240124_194138/40175972/ccs	unclassified	49.86	115.0
SC1982	m64474e_240124_194138/95029390/ccs	unclassified	47.88	104.0
SC1982	m64474e_240124_194138/1444300/ccs	unclassified	48.87	319.0
SC1982	m64474e_240124_194138/80544076/ccs	unclassified	57.16	207669.0
SC1982	m64474e_240124_194138/97453749/ccs	unclassified	48.96	181.0
SC1982	m64474e_240124_194138/75563442/ccs	unclassified	47.25	63990.0
SC1982	m64474e_240124_194138/132710466/ccs	unclassified	48.84	77573.0
SC1982	m64474e_240124_194138/57083720/ccs	unclassified	49.04	438.0
SC1982	m64474e_240124_194138/108268171/ccs	unclassified	47.87	107.0
SC1982	m64474e_240124_194138/144836433/ccs	unclassified	48.58	1542.0
SC1982	m64474e_240124_194138/36831463/ccs	unclassified	49.1	102926.0
SC1982	m64474e_240124_194138/92080635/ccs	unclassified	52.81	202734.0
SC1982	m64474e_240124_194138/116852226/ccs	unclassified	53.12	97.0
SC1982	m64474e_240124_194138/59180631/ccs	unclassified	45.39	490582.0
SC1982	m64474e_240124_194138/160631436/ccs	unclassified	60.76	45.0
SC1982	m64474e_240124_194138/2753197/ccs	unclassified	49.54	102.0
SC1982	m64474e_240124_194138/177341305/ccs	unclassified	44.8	167714.0
SC1982	m64474e_240124_194138/104071585/ccs	unclassified	47.11	15397.0
SC1982	m64474e_240124_194138/54133823/ccs	unclassified	45.05	343.0
SC1982	m64474e_240124_194138/38535429/ccs	unclassified	46.85	299.0
SC1982	m64474e_240124_194138/155256743/ccs	unclassified	49.44	129488.0
SC1982	m64474e_240124_194138/176620442/ccs	unclassified	47.46	823.0
SC1982	m64474e_240124_194138/13632953/ccs	unclassified	47.53	654.0
SC1982	m64474e_240124_194138/145096807/ccs	unclassified	48.65	11943.0
SC1982	m64474e_240124_194138/137429200/ccs	unclassified	53.05	218578.0
SC1982	m64474e_240124_194138/56822538/ccs	unclassified	48.89	426.0
SC1982	m64474e_240124_194138/4065325/ccs	unclassified	52.43	506.0
SC1982	m64474e_240124_194138/75106404/ccs	unclassified	48.51	225.0
SC1982	m64474e_240124_194138/5245159/ccs	unclassified	47.86	10291.0
SC1982	m64474e_240124_194138/155649714/ccs	unclassified	52.09	427201.0
SC1982	m64474e_240124_194138/46661926/ccs	unclassified	48.39	81.0
SC1982	m64474e_240124_194138/174654102/ccs	unclassified	49.62	80.0
SC1982	m64474e_240124_194138/94766271/ccs	unclassified	51.12	107.0
SC1982	m64474e_240124_194138/83036047/ccs	unclassified	49.36	118.0
SC1982	m64474e_240124_194138/118358121/ccs	unclassified	48.78	130.0
SC1982	m64474e_240124_194138/42928530/ccs	unclassified	48.54	294.0
SC1982	m64474e_240124_194138/5309081/ccs	unclassified	46.04	1957.0
SC1982	m64474e_240124_194138/143065943/ccs	unclassified	46.26	15242.0
SC1982	m64474e_240124_194138/172492484/ccs	unclassified	51.25	108.0
SC1982	m64474e_240124_194138/46598169/ccs	unclassified	45.93	433615.0
SC1982	m64474e_240124_194138/171115268/ccs	unclassified	52.26	4658.0
SC1982	m64474e_240124_194138/93259927/ccs	unclassified	49.25	88.0
SC1982	m64474e_240124_194138/112133438/ccs	unclassified	50.0	116506.0
SC1982	m64474e_240124_194138/12782160/ccs	unclassified	45.63	15021.0
SC1982	m64474e_240124_194138/154730859/ccs	unclassified	47.64	126.0
SC1982	m64474e_240124_194138/50791979/ccs	unclassified	47.21	63329.0
SC1982	m64474e_240124_194138/35456950/ccs	unclassified	52.71	36377.0
SC1982	m64474e_240124_194138/117047485/ccs	unclassified	48.35	1759.0
SC1982	m64474e_240124_194138/20448565/ccs	unclassified	49.02	132594.0
SC1982	m64474e_240124_194138/120653168/ccs	unclassified	48.54	184.0
SC1982	m64474e_240124_194138/140642582/ccs	unclassified	50.03	116553.0
SC1982	m64474e_240124_194138/114033695/ccs	unclassified	55.37	1014643.0
SC1982	m64474e_240124_194138/69863826/ccs	unclassified	47.51	162.0
SC1982	m64474e_240124_194138/89456947/ccs	unclassified	53.2	204249.0
SC1982	m64474e_240124_194138/21561633/ccs	unclassified	48.52	134.0
SC1982	m64474e_240124_194138/29557052/ccs	unclassified	50.17	115.0
SC1982	m64474e_240124_194138/5505959/ccs	unclassified	47.58	32.0
SC1982	m64474e_240124_194138/43713278/ccs	unclassified	47.73	79.0
SC1982	m64474e_240124_194138/33097027/ccs	unclassified	49.09	102149.0
SC1982	m64474e_240124_194138/119406670/ccs	unclassified	51.46	194112.0
SC1982	m64474e_240124_194138/27986376/ccs	unclassified	57.11	3103.0
SC1982	m64474e_240124_194138/148571949/ccs	unclassified	51.79	26224.0
SC1982	m64474e_240124_194138/1968413/ccs	unclassified	57.04	73.0
SC1982	m64474e_240124_194138/63439693/ccs	unclassified	53.75	28989.0
SC1982	m64474e_240124_194138/169543825/ccs	unclassified	50.5	96.0
SC1982	m64474e_240124_194138/139265155/ccs	unclassified	47.85	29770.0
SC1982	m64474e_240124_194138/145687172/ccs	unclassified	50.71	89.0
SC1982	m64474e_240124_194138/109644064/ccs	unclassified	48.49	117.0
SC1982	m64474e_240124_194138/166462406/ccs	unclassified	63.19	10656.0
SC1982	m64474e_240124_194138/37684614/ccs	unclassified	49.9	85.0
SC1982	m64474e_240124_194138/54724877/ccs	unclassified	50.13	93.0
SC1982	m64474e_240124_194138/124455161/ccs	unclassified	48.42	117.0
SC1982	m64474e_240124_194138/77857060/ccs	unclassified	48.48	589.0
SC1982	m64474e_240124_194138/81987595/ccs	unclassified	45.44	56395.0
SC1982	m64474e_240124_194138/163119422/ccs	unclassified	48.02	105.0
SC1982	m64474e_240124_194138/158075459/ccs	unclassified	51.39	132.0
SC1982	m64474e_240124_194138/152701005/ccs	unclassified	47.86	21789.0
SC1982	m64474e_240124_194138/14747566/ccs	unclassified	49.06	132594.0
SC1982	m64474e_240124_194138/172622915/ccs	unclassified	46.39	28414.0
SC1982	m64474e_240124_194138/139528427/ccs	unclassified	48.0	155.0
SC1982	m64474e_240124_194138/120392083/ccs	unclassified	51.4	89.0
SC1982	m64474e_240124_194138/60031907/ccs	unclassified	55.32	2994.0
SC1982	m64474e_240124_194138/32049938/ccs	unclassified	45.97	27839.0
SC1982	m64474e_240124_194138/89326566/ccs	unclassified	48.58	87.0
SC1982	m64474e_240124_194138/133825062/ccs	unclassified	48.08	187.0
SC1982	m64474e_240124_194138/60490974/ccs	unclassified	50.05	91.0
SC1982	m64474e_240124_194138/153552856/ccs	unclassified	49.74	99.0
SC1982	m64474e_240124_194138/114361639/ccs	unclassified	47.49	21409.0
SC1982	m64474e_240124_194138/128581770/ccs	unclassified	46.89	4113.0
SC1982	m64474e_240124_194138/2230046/ccs	unclassified	50.37	127.0
SC1982	m64474e_240124_194138/76613799/ccs	unclassified	57.32	62.0
SC1982	m64474e_240124_194138/163186384/ccs	unclassified	49.47	155.0
SC1982	m64474e_240124_194138/86051242/ccs	unclassified	45.71	4148.0
SC1982	m64474e_240124_194138/13503025/ccs	unclassified	48.71	12545.0
SC1982	m64474e_240124_194138/31392034/ccs	unclassified	47.46	18218.0
SC1982	m64474e_240124_194138/33751272/ccs	unclassified	52.83	5119.0
SC1982	m64474e_240124_194138/74253358/ccs	unclassified	55.68	3006.0
SC1982	m64474e_240124_194138/31523279/ccs	unclassified	50.85	908.0
SC1982	m64474e_240124_194138/36962414/ccs	unclassified	51.85	426703.0
SC1982	m64474e_240124_194138/90244865/ccs	unclassified	50.95	193579.0
SC1982	m64474e_240124_194138/57805227/ccs	unclassified	49.65	99.0
SC1982	m64474e_240124_194138/151585787/ccs	unclassified	46.38	70848.0
SC1982	m64474e_240124_194138/172753453/ccs	unclassified	51.31	425171.0
SC1982	m64474e_240124_194138/4063492/ccs	unclassified	51.85	89.0
SC1982	m64474e_240124_194138/70584741/ccs	unclassified	48.75	136.0
SC1982	m64474e_240124_194138/127403144/ccs	unclassified	49.72	98.0
SC1982	m64474e_240124_194138/44501832/ccs	unclassified	49.64	539.0
SC1982	m64474e_240124_194138/118490549/ccs	unclassified	49.54	28740.0
SC1982	m64474e_240124_194138/2164447/ccs	unclassified	48.83	133.0
SC1982	m64474e_240124_194138/27984109/ccs	unclassified	55.29	1054582.0
SC1982	m64474e_240124_194138/37685004/ccs	unclassified	47.91	103.0
SC1982	m64474e_240124_194138/15009412/ccs	unclassified	54.27	3645.0
SC1982	m64474e_240124_194138/129696904/ccs	unclassified	50.65	2787.0
SC1982	m64474e_240124_194138/28117073/ccs	unclassified	53.01	203364.0
SC1982	m64474e_240124_194138/59573266/ccs	unclassified	50.54	26690.0
SC1982	m64474e_240124_194138/156501717/ccs	unclassified	46.99	377.0
