id	source	Description
Pcub-SC1982_132_000028.1	interproscan	G3DSA:3.30.70.100 domain-containing protein
Pcub-SC1982_132_000027.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_132_000026.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_132_000025.1	eggnog	manganese ion binding
Pcub-SC1982_132_000004.1	interproscan	G3DSA:3.40.50.1110 domain-containing protein
Pcub-SC1982_132_000024.1	eggnog	microtubule polymerization (TPPP)
Pcub-SC1982_132_000023.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_132_000022.1	eggnog	MAP kinase activity
Pcub-SC1982_132_000005.1	eggnog	DUF21 domain-containing protein
Pcub-SC1982_132_000006.1	eggnog	sphingomyelin catabolic process
Pcub-SC1982_132_000021.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_132_000020.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_132_000019.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_132_000007.1	eggnog	domain-containing protein
Pcub-SC1982_132_000018.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_132_000017.1	blastp	Homology to Naegleria gruberi predicted protein XP_002675208.1
Pcub-SC1982_132_000016.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_132_000015.1	eggnog	positive regulation of mesenchymal stem cell differentiation
Pcub-SC1982_132_000014.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_132_000013.1	interproscan	PTHR28348 domain-containing protein
Pcub-SC1982_132_000008.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_132_000012.1	eggnog	Superoxide dismutase
Pcub-SC1982_132_000011.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_132_000010.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_132_000009.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_133_000024.1	interproscan	PTHR30580 domain-containing protein
Pcub-SC1982_133_000023.1	blastp	Homology to predicted protein MBF2052923.1
Pcub-SC1982_133_000022.1	interproscan	PTHR35864 domain-containing protein
Pcub-SC1982_133_000021.1	interproscan	PTHR47788 domain-containing protein
Pcub-SC1982_133_000001.1	interproscan	PTHR24412 domain-containing protein
Pcub-SC1982_133_000020.1	interproscan	Protein of unknown function (DUF3326) (PF11805)
Pcub-SC1982_133_000002.1	interproscan	ASKHA_NBD_TsaD_bac (cd24133)
Pcub-SC1982_133_000003.1	interproscan	PTHR43065 domain-containing protein
Pcub-SC1982_133_000004.1	interproscan	PBP2_PhnD_like (cd01071)
Pcub-SC1982_133_000019.1	blastp	Homology to predicted protein MBT9545803.1
Pcub-SC1982_133_000005.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_133_000006.1	blastp	Homology to predicted protein MBF2052625.1
Pcub-SC1982_133_000007.1	interproscan	G3DSA:3.30.230.120 domain-containing protein
Pcub-SC1982_133_000018.1	interproscan	threonine ammonia-lyase (TIGR01127)
Pcub-SC1982_133_000008.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_133_000017.1	interproscan	G3DSA:3.50.50.100 domain-containing protein
Pcub-SC1982_133_000016.1	interproscan	PTHR42829 domain-containing protein
Pcub-SC1982_133_000015.1	interproscan	G3DSA:1.20.120.1200 domain-containing protein
Pcub-SC1982_133_000014.1	interproscan	G3DSA:3.40.50.300 domain-containing protein
Pcub-SC1982_133_000009.1	interproscan	G3DSA:3.20.20.150 domain-containing protein
Pcub-SC1982_133_000013.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_133_000012.1	interproscan	G3DSA:3.90.25.10 domain-containing protein
Pcub-SC1982_133_000010.1	interproscan	SDR family oxidoreductase (NF006133)
Pcub-SC1982_133_000011.1	interproscan	STKc_PknB_like (cd14014)
Pcub-SC1982_134_000001.1	eggnog	Hect E3 ubiquitin ligase
Pcub-SC1982_134_000002.1	eggnog	Nitroreductase family
Pcub-SC1982_134_000003.1	interproscan	extracellular catalytic domain type 2 short-chain-length polyhydroxyalkanoate depolymerase (NF050059)
Pcub-SC1982_134_000020.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_134_000004.1	eggnog	voltage-gated chloride channel activity
Pcub-SC1982_134_000005.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_134_000006.1	interproscan	PTHR24198 domain-containing protein
Pcub-SC1982_134_000019.1	eggnog	1-phosphatidylinositol-4-phosphate 3-kinase activity (PIK3CA)
Pcub-SC1982_134_000007.1	eggnog	Rho guanyl-nucleotide exchange factor activity
Pcub-SC1982_134_000008.1	eggnog	branched-chain-amino-acid transaminase activity (BCAT1)
Pcub-SC1982_134_000009.1	eggnog	Belongs to the mitochondrial carrier (TC 2.A.29) family
Pcub-SC1982_134_000010.1	eggnog	phosphorelay sensor kinase activity
Pcub-SC1982_134_000018.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_134_000017.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_134_000016.1	eggnog	cellular response to misfolded protein
Pcub-SC1982_134_000015.1	interproscan	SSF52075 domain-containing protein
Pcub-SC1982_134_000011.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_134_000012.1	eggnog	SNAP receptor activity (STX16)
Pcub-SC1982_134_000013.1	eggnog	domain-containing protein
Pcub-SC1982_134_000014.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_135_000001.1	interproscan	SSF48371 domain-containing protein
Pcub-SC1982_135_000002.1	interproscan	PTHR13476 domain-containing protein
Pcub-SC1982_135_000029.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_135_000003.1	interproscan	cupin_YML079wp (cd06121)
Pcub-SC1982_135_000004.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_135_000028.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_135_000005.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_135_000006.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_135_000027.1	eggnog	dihydroorotate dehydrogenase activity (PYR4)
Pcub-SC1982_135_000007.1	eggnog	negative regulation of histone ubiquitination (TRIP12)
Pcub-SC1982_135_000008.1	interproscan	S9 family peptidase (G3DSA:3.40.50.1820:FF:000028)
Pcub-SC1982_135_000009.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_135_000010.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_135_000011.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_135_000026.1	eggnog	Nodulin-like
Pcub-SC1982_135_000012.1	eggnog	G-protein beta/gamma-subunit complex binding
Pcub-SC1982_135_000025.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_135_000024.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_135_000023.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_135_000022.1	interproscan	PTHR34031 domain-containing protein
Pcub-SC1982_135_000013.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_135_000014.1	eggnog	arsenite secondary active transmembrane transporter activity
Pcub-SC1982_135_000021.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_135_000020.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_135_000019.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_135_000018.1	eggnog	Belongs to the short-chain dehydrogenases reductases (SDR) family
Pcub-SC1982_135_000017.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_135_000015.1	eggnog	Regulator of chromosome condensation (RCC1) repeat
Pcub-SC1982_135_000016.1	eggnog	motor activity
Pcub-SC1982_138_000001.1	eggnog	iron ion binding
Pcub-SC1982_138_000002.1	eggnog	guanyl-nucleotide exchange factor activity
Pcub-SC1982_138_000021.1	eggnog	Fatty acid desaturase
Pcub-SC1982_138_000020.1	eggnog	ATPase activity, coupled to transmembrane movement of substances
Pcub-SC1982_138_000003.1	eggnog	phosphorylase kinase regulator activity (ELP3)
Pcub-SC1982_138_000019.1	interproscan	G3DSA:1.25.40.10 domain-containing protein
Pcub-SC1982_138_000018.1	eggnog	sensory perception of sound
Pcub-SC1982_138_000004.1	eggnog	Aspartyl protease
Pcub-SC1982_138_000005.1	interproscan	Swt1-like HEPN (PF18731)
Pcub-SC1982_138_000017.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_138_000016.1	eggnog	Copine
Pcub-SC1982_138_000006.1	eggnog	CONTAINS InterPro DOMAIN s Uncharacterised conserved protein UCP017207, transmembrane protein 85 (InterPro IPR016687), Protein of
Pcub-SC1982_138_000015.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_138_000007.1	eggnog	endoplasmic reticulum-plasma membrane tethering
Pcub-SC1982_138_000014.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_138_000013.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_138_000012.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_138_000011.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_138_000008.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_138_000010.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_138_000009.1	eggnog	ATPase activity, coupled to transmembrane movement of substances
Pcub-SC1982_139_000001.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_139_000002.1	blastp	Homology to Phytophthora kernoviae predicted protein KAG2502700.1
Pcub-SC1982_139_000011.1	eggnog	transposition, RNA-mediated
Pcub-SC1982_139_000003.1	blastp	Homology to Phytophthora kernoviae predicted protein KAG2502860.1
Pcub-SC1982_139_000004.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_139_000010.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_139_000005.1	blastp	Homology to Phytophthora kernoviae predicted protein KAG2502700.1
Pcub-SC1982_139_000006.1	blastp	Homology to Phytophthora kernoviae predicted protein KAG2502860.1
Pcub-SC1982_139_000007.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_139_000009.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_139_000008.1	blastp	Homology to Phytophthora kernoviae predicted protein KAG2502700.1
Pcub-SC1982_140_000001.1	eggnog	L-threonine 3-dehydrogenase activity (TDH)
Pcub-SC1982_140_000025.1	eggnog	serine-type peptidase activity
Pcub-SC1982_140_000024.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_140_000023.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_140_000022.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_140_000002.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_140_000021.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_140_000020.1	eggnog	water channel activity
Pcub-SC1982_140_000003.1	eggnog	guanylate cyclase activity
Pcub-SC1982_140_000004.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_140_000019.1	interproscan	PTHR28532 domain-containing protein
Pcub-SC1982_140_000005.1	eggnog	structural constituent of nuclear pore (NUP160)
Pcub-SC1982_140_000018.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_140_000006.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_140_000007.1	eggnog	positive regulation of GTPase activity
Pcub-SC1982_140_000017.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_140_000016.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_140_000008.1	interproscan	PTHR23507 domain-containing protein
Pcub-SC1982_140_000009.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_140_000010.1	interproscan	PTHR24198 domain-containing protein
Pcub-SC1982_140_000011.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_140_000012.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_140_000013.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_140_000014.1	interproscan	BRCT_PARP1 (cd17747)
Pcub-SC1982_140_000015.1	eggnog	1-pyrroline-5-carboxylate dehydrogenase activity (PUT2)
Pcub-SC1982_141_000008.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_141_000007.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_141_000006.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_141_000005.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_141_000004.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_141_000003.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_141_000002.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_141_000001.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_143_000025.1	eggnog	domain-containing protein
Pcub-SC1982_143_000001.1	eggnog	Aspartate aminotransferase (aat2)
Pcub-SC1982_143_000024.1	eggnog	AN1-type zinc finger protein 1 (ZFAND1)
Pcub-SC1982_143_000023.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_143_000002.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_143_000003.1	interproscan	G3DSA:1.20.1270.60 domain-containing protein
Pcub-SC1982_143_000022.1	eggnog	protein deneddylation
Pcub-SC1982_143_000021.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_143_000004.1	eggnog	NADPH-hemoprotein reductase activity
Pcub-SC1982_143_000020.1	interproscan	PTHR37009 domain-containing protein
Pcub-SC1982_143_000005.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_143_000019.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_143_000006.1	eggnog	guanyl-nucleotide exchange factor activity (DOCK3)
Pcub-SC1982_143_000018.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_143_000017.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_143_000016.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_143_000015.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_143_000007.1	eggnog	decanoate-CoA ligase activity (LACS2)
Pcub-SC1982_143_000014.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_143_000013.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_143_000012.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_143_000011.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_143_000010.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_143_000008.1	interproscan	PIRSR000446-1 domain-containing protein
Pcub-SC1982_143_000009.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_144_000002.1	interproscan	SSF69318 domain-containing protein
Pcub-SC1982_144_000001.1	interproscan	SSF48452 domain-containing protein
Pcub-SC1982_145_000001.1	eggnog	calcium-dependent cysteine-type endopeptidase activity
Pcub-SC1982_145_000002.1	eggnog	actin filament capping
Pcub-SC1982_145_000003.1	eggnog	glutamate dehydrogenase [NAD(P)+] activity
Pcub-SC1982_145_000004.1	eggnog	Mitochondrial carrier protein
Pcub-SC1982_145_000026.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_145_000005.1	interproscan	PTHR12692 domain-containing protein
Pcub-SC1982_145_000025.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_145_000024.1	eggnog	eukaryotic translation initiation factor 2 complex assembly
Pcub-SC1982_145_000006.1	eggnog	WD repeat (WDR83)
Pcub-SC1982_145_000023.1	eggnog	Amidohydrolase family
Pcub-SC1982_145_000007.1	interproscan	G3DSA:3.80.10.10 domain-containing protein
Pcub-SC1982_145_000022.1	eggnog	helicase activity (SMARCA5)
Pcub-SC1982_145_000008.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_145_000021.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_145_000009.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_145_000020.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_145_000010.1	eggnog	protein ubiquitination
Pcub-SC1982_145_000019.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_145_000018.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_145_000011.1	eggnog	sphingolipid delta-4 desaturase activity (DEGS1)
Pcub-SC1982_145_000017.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_145_000016.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_145_000015.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_145_000014.1	interproscan	PTHR43047 domain-containing protein
Pcub-SC1982_145_000013.1	interproscan	PTHR43642 domain-containing protein
Pcub-SC1982_145_000012.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_146_000023.1	interproscan	PTHR21426 domain-containing protein
Pcub-SC1982_146_000001.1	eggnog	zinc ion binding
Pcub-SC1982_146_000002.1	eggnog	Belongs to the group II decarboxylase family
Pcub-SC1982_146_000003.1	eggnog	L-methionine-(R)-S-oxide reductase activity
Pcub-SC1982_146_000022.1	eggnog	G-protein beta/gamma-subunit complex binding (gpaA)
Pcub-SC1982_146_000004.1	eggnog	helicase activity
Pcub-SC1982_146_000005.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_146_000006.1	interproscan	SSF57184 domain-containing protein
Pcub-SC1982_146_000007.1	eggnog	protein serine/threonine phosphatase activity
Pcub-SC1982_146_000008.1	interproscan	G3DSA:3.80.10.10 domain-containing protein
Pcub-SC1982_146_000021.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_146_000020.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_146_000009.1	eggnog	negative regulation of transcription, DNA-templated (NELFCD)
Pcub-SC1982_146_000019.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_146_000018.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_146_000017.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_146_000016.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_146_000010.1	eggnog	cellular response to glucose starvation
Pcub-SC1982_146_000015.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_146_000014.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_146_000013.1	eggnog	Belongs to the actin family
Pcub-SC1982_146_000011.1	interproscan	PTHR13031 domain-containing protein
Pcub-SC1982_146_000012.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_147_000001.1	eggnog	actin binding
Pcub-SC1982_147_000002.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_147_000003.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_147_000004.1	eggnog	mRNA binding (PUM2)
Pcub-SC1982_147_000022.1	eggnog	It is involved in the biological process described with transmembrane transport
Pcub-SC1982_147_000005.1	eggnog	response to heat
Pcub-SC1982_147_000021.1	eggnog	establishment of protein localization to telomere
Pcub-SC1982_147_000006.1	eggnog	Peptidyl-prolyl
Pcub-SC1982_147_000020.1	eggnog	Protein arginine N-methyltransferase 1. Source PGD
Pcub-SC1982_147_000019.1	eggnog	Belongs to the class I-like SAM-binding methyltransferase superfamily
Pcub-SC1982_147_000007.1	eggnog	Removes the phosphate from trehalose 6-phosphate to produce free trehalose
Pcub-SC1982_147_000018.1	eggnog	Rho guanyl-nucleotide exchange factor activity (ECT2)
Pcub-SC1982_147_000017.1	eggnog	proteasome-activating ATPase activity (PSMC2)
Pcub-SC1982_147_000008.1	eggnog	exonuclease activity
Pcub-SC1982_147_000016.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_147_000015.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_147_000014.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_147_000009.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_147_000013.1	eggnog	Rho GTPase binding (fozi-1)
Pcub-SC1982_147_000012.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_147_000010.1	interproscan	PTHR47657 domain-containing protein
Pcub-SC1982_147_000011.1	blastp	Homology to Naegleria fowleri predicted protein XP_044560574.1
Pcub-SC1982_149_000001.1	eggnog	ATPase activity, coupled to transmembrane movement of substances
Pcub-SC1982_149_000023.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_149_000022.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_149_000002.1	interproscan	G3DSA:3.30.710.10 domain-containing protein
Pcub-SC1982_149_000003.1	eggnog	peptidyl-glutamine methylation (TRMT112)
Pcub-SC1982_149_000021.1	interproscan	PTHR41747 domain-containing protein
Pcub-SC1982_149_000020.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_149_000019.1	interproscan	PTHR46179 domain-containing protein
Pcub-SC1982_149_000004.1	eggnog	protein polyufmylation (UFM1)
Pcub-SC1982_149_000018.1	eggnog	Golgi to endosome transport (RAB14)
Pcub-SC1982_149_000005.1	eggnog	RNA (guanine-N7)-methylation (TRM82)
Pcub-SC1982_149_000017.1	eggnog	ATP-dependent DNA helicase activity (ERCC2)
Pcub-SC1982_149_000016.1	eggnog	intracellular protein transport (AP3B2)
Pcub-SC1982_149_000006.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_149_000015.1	interproscan	SSF48097 domain-containing protein
Pcub-SC1982_149_000007.1	interproscan	PTHR13511 domain-containing protein
Pcub-SC1982_149_000014.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_149_000013.1	interproscan	PTHR16305 domain-containing protein
Pcub-SC1982_149_000008.1	eggnog	endocytic recycling
Pcub-SC1982_149_000012.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_149_000009.1	eggnog	Conserved hypothetical protein 698
Pcub-SC1982_149_000010.1	eggnog	Calmodulin-binding (ENKD1)
Pcub-SC1982_149_000011.1	interproscan	SSF81383 domain-containing protein
Pcub-SC1982_150_000001.1	eggnog	LMBR1-like membrane protein (LMBRD2)
Pcub-SC1982_150_000022.1	interproscan	PTHR43968 domain-containing protein
Pcub-SC1982_150_000021.1	eggnog	mRNA cap-binding component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is involved in protein synthesis of a specialized repertoire of mRNAs and, together with other initiation factors, stimulates binding of mRNA and methionyl-tRNAi to the 40S ribosome (eIF3-S7)
Pcub-SC1982_150_000020.1	eggnog	Serine hydrolase-like (SERHL2)
Pcub-SC1982_150_000002.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_150_000019.1	eggnog	cellular response to interferon-beta
Pcub-SC1982_150_000003.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_150_000004.1	interproscan	SSF48097 domain-containing protein
Pcub-SC1982_150_000018.1	eggnog	helicase activity (EIF4A3)
Pcub-SC1982_150_000005.1	eggnog	protein disulfide oxidoreductase activity
Pcub-SC1982_150_000017.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_150_000006.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_150_000016.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_150_000007.1	eggnog	tRNA-dihydrouridine20 synthase activity (DUS2)
Pcub-SC1982_150_000015.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_150_000014.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_150_000013.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_150_000012.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_150_000011.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_150_000008.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_150_000009.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_150_000010.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_153_000022.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_153_000001.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_153_000002.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_153_000003.1	eggnog	endosomal vesicle fusion
Pcub-SC1982_153_000021.1	eggnog	DNA helicase ino80 (INO80)
Pcub-SC1982_153_000020.1	eggnog	cysteine-type peptidase activity
Pcub-SC1982_153_000019.1	blastp	Homology to Naegleria fowleri predicted protein CAG4719087.1
Pcub-SC1982_153_000004.1	eggnog	antiporter activity
Pcub-SC1982_153_000018.1	eggnog	glutamine catabolic process (GLS)
Pcub-SC1982_153_000017.1	eggnog	glutamine catabolic process
Pcub-SC1982_153_000016.1	blastp	Homology to Naegleria gruberi predicted protein XP_002670351.1
Pcub-SC1982_153_000015.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_153_000014.1	eggnog	Ras subfamily of RAS small GTPases (RAS1)
Pcub-SC1982_153_000013.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_153_000012.1	interproscan	PTHR31742 domain-containing protein
Pcub-SC1982_153_000005.1	eggnog	heme binding (CYB5D1)
Pcub-SC1982_153_000011.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_153_000006.1	eggnog	domain-containing protein
Pcub-SC1982_153_000010.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_153_000007.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_153_000008.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_153_000009.1	interproscan	SSF52540 domain-containing protein
Pcub-SC1982_154_000001.1	interproscan	PTHR12433 domain-containing protein
Pcub-SC1982_154_000020.1	interproscan	PTHR12388 domain-containing protein
Pcub-SC1982_154_000002.1	eggnog	Nodulin-like
Pcub-SC1982_154_000019.1	eggnog	thiol-dependent ubiquitin-specific protease activity
Pcub-SC1982_154_000003.1	eggnog	5'-3' exonuclease activity (XRN1)
Pcub-SC1982_154_000004.1	blastp	Homology to Naegleria gruberi predicted protein XP_002678728.1
Pcub-SC1982_154_000018.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_154_000005.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_154_000006.1	eggnog	phenylalanine ammonia-lyase activity (HAL)
Pcub-SC1982_154_000017.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_154_000016.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_154_000015.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_154_000007.1	eggnog	iron ion binding
Pcub-SC1982_154_000014.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_154_000008.1	eggnog	Protein of unknown function (DUF4449)
Pcub-SC1982_154_000013.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_154_000009.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_154_000012.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_154_000010.1	eggnog	ATP-dependent DNA helicase activity (ERCC2)
Pcub-SC1982_154_000011.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_155_000001.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_155_000002.1	eggnog	spectrin binding
Pcub-SC1982_155_000016.1	eggnog	Sulfite exporter TauE/SafE
Pcub-SC1982_155_000003.1	eggnog	circadian sleep/wake cycle, non-REM sleep
Pcub-SC1982_155_000015.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_155_000004.1	eggnog	2-aminoadipate transaminase activity (AADAT)
Pcub-SC1982_155_000014.1	blastp	Homology to predicted protein XP_047138015.1
Pcub-SC1982_155_000013.1	interproscan	PTHR45982 domain-containing protein
Pcub-SC1982_155_000012.1	blastp	Homology to Naegleria lovaniensis predicted protein XP_044542464.1
Pcub-SC1982_155_000011.1	eggnog	The pyruvate dehydrogenase complex catalyzes the overall conversion of pyruvate to acetyl-CoA and CO(2) (PDB1)
Pcub-SC1982_155_000005.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_155_000010.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_155_000009.1	eggnog	ribosome biogenesis protein (TSR3)
Pcub-SC1982_155_000006.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_155_000007.1	blastp	Homology to Naegleria lovaniensis predicted protein XP_044547892.1
Pcub-SC1982_155_000008.1	eggnog	ATPase activity, coupled to transmembrane movement of substances
Pcub-SC1982_156_000011.1	interproscan	G3DSA:1.25.40.10 domain-containing protein
